iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
QAT,Asia,Qatar,2020-02-29,1.0,1.0,,,,,0.347,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-01,3.0,2.0,,,,,1.041,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-02,3.0,0.0,,,,,1.041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-03,7.0,4.0,,,,,2.43,1.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-04,8.0,1.0,,,,,2.777,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-05,8.0,0.0,1.143,,,0.0,2.777,0.0,0.397,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-06,8.0,0.0,1.143,,,0.0,2.777,0.0,0.397,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-07,8.0,0.0,1.0,,,0.0,2.777,0.0,0.347,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-08,15.0,7.0,1.714,,,0.0,5.206,2.43,0.595,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-09,18.0,3.0,2.143,,,0.0,6.248,1.041,0.744,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
QAT,Asia,Qatar,2020-03-10,24.0,6.0,2.429,,,0.0,8.33,2.083,0.843,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848
