iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
SYC,Africa,Seychelles,2020-03-14,2.0,2.0,,,,,20.338,20.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-15,2.0,0.0,,,,,20.338,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-16,3.0,1.0,,,,,30.506,10.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-17,4.0,1.0,,,,,40.675,10.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-18,4.0,0.0,,,,,40.675,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-19,6.0,2.0,0.857,,,0.0,61.013,20.338,8.716,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-20,7.0,1.0,1.0,,,0.0,71.182,10.169,10.169,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-21,7.0,0.0,0.714,,,0.0,71.182,0.0,7.263,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-22,7.0,0.0,0.714,,,0.0,71.182,0.0,7.263,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
SYC,Africa,Seychelles,2020-03-23,7.0,0.0,0.571,,,0.0,71.182,0.0,5.811,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,
